name,trip_count,route_count,geometry
Kengunte Circle,135,24,POINT (77.50491 12.96033)
Kere Devasthana,14,8,POINT (77.78587 12.87356)
Kere Guddadahalli,12,5,POINT (77.51612 13.07908)
Kere Kattiganuru,3,3,POINT (77.28202 13.18771)
Kerekodi Sondekoppa,80,22,POINT (77.38419 13.01877)
Kesaraguppe,5,3,POINT (77.56701 12.81662)
Kethohalli,18,8,POINT (77.40347 12.90729)
Khaji Hosahalli,84,34,POINT (77.86598 13.00848)
Khaji Sonnenahalli,20,11,POINT (77.77009 13.03341)
Khaji Sonnenahalli Gate,4,4,POINT (77.75908 13.03457)
Kidwai Layout,30,6,POINT (77.56316 12.85885)
Kirloskar Company,82,34,POINT (77.56004 13.01462)
Kithiganahalli,38,8,POINT (77.69074 12.80089)
Kittaganuru,39,5,POINT (77.71053 13.03736)
Kittaganuru Cross,48,14,POINT (77.70881 13.03622)
Kittanahalli,55,5,POINT (77.41962 13.00895)
KodIhalli,18,9,POINT (77.8986 12.92808)
Kodahalli Gate,1,1,POINT (77.90746 12.92812)
Kodalagurki,10,3,POINT (77.70106 13.29928)
Kodalipura,1,1,POINT (77.75703 12.74569)
Kodandarama Temple,2,2,POINT (77.56089 13.00155)
Kodandaramanagara,8,4,POINT (77.68479 12.89948)
Kodathi Gate,54,16,POINT (77.7203 12.89653)
Kodathi Village,100,15,POINT (77.7163 12.88835)
Kodays Circle,20,3,POINT (77.57151 12.98022)
Kodichikkanahalli,45,5,POINT (77.61801 12.89823)
Kodigehalli,48,11,POINT (77.57682 13.05983)
Kodigehalli Gate,160,31,POINT (77.59311 13.05708)
Kodihalli,117,46,POINT (77.64758 12.96)
Kodimanchanahalli Gate,41,13,POINT (77.69881 13.25781)
Kodipalya,46,13,POINT (77.44521 13.09612)
Kodiyala,2,1,POINT (77.45278 12.78268)
Kogilu,22,10,POINT (77.61576 13.10368)
Kogilu Cross,214,72,POINT (77.60028 13.10386)
Kohinoor Ground,5,2,POINT (77.56628 12.94732)
Kolathuru Gate,10,5,POINT (77.82489 13.07484)
Koli Farm,284,91,POINT (77.63362 13.07394)
Koli Farm Gate,131,41,POINT (77.50281 13.17195)
Kolliganahalli,1,1,POINT (77.40702 12.71083)
Koluru,2,1,POINT (77.4134 12.89155)
Koluvarayanahalli,19,1,POINT (77.52179 13.16501)
Kommaghatta,3,2,POINT (77.46513 12.92994)
Kommaghatta Junction,168,29,POINT (77.48141 12.91431)
Konanakunte,12,7,POINT (77.56662 12.88607)
Konanakunte Cross,6,5,POINT (77.5635 12.88949)
Konanakunte Cross  Metro Station,2,2,POINT (77.56306 12.88907)
Konanakunte Reliance Fresh,30,12,POINT (77.56616 12.88297)
Konappana Agarhara,71,17,POINT (77.66411 12.85577)
Konappana Agarhara Flyover,212,35,POINT (77.66479 12.85561)
Konappana Agrahara,18,2,POINT (77.66437 12.85607)
Konappana Agrahara Flyover,90,23,POINT (77.66721 12.85236)
Konasandra,10,4,POINT (77.63461 12.76209)
Konasandra Cross,3,3,POINT (77.63551 12.76429)
Kondashettyhalli,2,1,POINT (77.514 13.1264)
Konena Agrahara,33,11,POINT (77.65946 12.95902)
Kongovi PVT LTD Peenya,2,2,POINT (77.51101 13.0215)
Koppa Gate,49,10,POINT (77.61611 12.79637)
Koraluru,28,14,POINT (77.7842 12.9979)
Koraluru Railway Gate,376,78,POINT (77.78364 12.99608)
Koramangala 1st Block,22,7,POINT (77.63458 12.9249)
Koramangala Bus Station,13,6,POINT (77.62482 12.94061)
Koramangala Forum Mall,1,1,POINT (77.61195 12.93486)
Koramangala Police Station,152,28,POINT (77.62151 12.94167)
Koramangala Water Tank,214,40,POINT (77.62121 12.92792)
Koratagere  Doddy,99,14,POINT (77.57039 12.72938)
Koratagere Doddy,174,47,POINT (77.57047 12.72935)
Koshys Hospital Kalkere,37,9,POINT (77.67701 13.02067)
Kotalammana Devasthana,14,8,POINT (77.69423 13.31922)
Kothanuru,12,7,POINT (77.64893 13.06182)
Kothanuru Dinne Ganesha Temple,7,5,POINT (77.58395 12.87705)
Kothanuru Hari Nagara,13,3,POINT (77.5772 12.87655)
Kotiganahalli,2,1,POINT (77.76852 12.83635)
Kottanayakana halli,58,8,POINT (77.68262 12.81302)
Kottigepalya,5,3,POINT (77.51509 12.98787)
Kotur Gate,101,31,POINT (77.77563 12.94767)
Koyira,3,2,POINT (77.64116 13.3035)
Kranthiveera Sangolli Rayanna Railway Station,8,2,POINT (77.57093 12.97818)
Krishnananda Nagara,15,7,POINT (77.5413 13.01816)
Krishnaraja Pura Govt Hospital,242,86,POINT (77.69214 13.00821)
Krishnasagara,6,5,POINT (77.55573 12.93204)
Krishnayyana Doddy,5,3,POINT (77.6172 12.76309)
Krishnayyana Palya NGEF,7,2,POINT (77.65161 12.99191)
Kristu Jayanti College,35,7,POINT (77.6431 13.05855)
Krupanidhi College,5,1,POINT (77.62852 12.92388)
Kudlu Gate,63,27,POINT (77.6394 12.88966)
Kudlu Gate Flyover,234,42,POINT (77.63953 12.88972)
Kudlu Panchayath Office,10,3,POINT (77.64904 12.88965)
Kudure Mukha Colony,15,7,POINT (77.6254 12.92572)
Kuduregere Madanayakanahalli,34,14,POINT (77.47259 13.07595)
Kudurugere Colony,26,14,POINT (77.47609 13.0682)
Kuguru,3,2,POINT (77.80969 12.9092)
Kuguru Gate,5,2,POINT (77.80842 12.8997)
Kulumepalya,14,6,POINT (77.55304 12.83263)
Kuluvanahalli Tumakur Road,16,2,POINT (77.29907 13.17569)
Kumaraswamy Layout,9,6,POINT (77.56156 12.90299)
Kumaraswamy Layout 2nd Stage,2,1,POINT (77.55814 12.90584)
Kumaraswamy Layout Police Station,67,25,POINT (77.56274 12.9053)
Kumaraswamy Layout West,2,2,POINT (77.55475 12.90336)
Kumbalagodu,135,26,POINT (77.4455 12.87826)
Kumbalagunte Cross,5,2,POINT (77.45822 13.20124)
Kumbalahalli,6,3,POINT (77.79366 13.09187)
Kumbalahalli Gate,36,10,POINT (77.78078 13.08858)
Kumbarahalli,5,1,POINT (77.49165 13.10509)
Kumbarahalli Cross,28,6,POINT (77.49016 13.10666)
Kumbaranahalli,41,2,POINT (77.66058 12.7476)
Kundalahalli,19,8,POINT (77.71566 12.95832)
Kundalahalli Colony,99,32,POINT (77.71248 12.97022)
Kundalahalli Gate,175,41,POINT (77.73007 13.15551)
Kundalahalli Metro Station,6,3,POINT (77.71632 12.97753)
Kundalapura,23,8,POINT (77.41533 12.89512)
Kundana Cross,1,1,POINT (77.64986 13.25456)
Kuppa SiddanaDoddy,352,118,POINT (77.60274 12.73513)
Kuppareddy Kere,79,31,POINT (77.5177 12.84267)
Kuppemala,4,2,POINT (77.2997 13.10568)
Kurubara Karenahalli,13,5,POINT (77.38327 12.85448)
Kurubarahalli,14,7,POINT (77.53588 13.00084)
Kurubarahalli Cross,30,10,POINT (77.51959 13.12676)
Kurubarakunte Cross (Narsari),39,12,POINT (77.74136 13.26679)
Kurubarapalya Cross,24,12,POINT (77.36737 12.91393)
Kuthaganahalli,50,13,POINT (77.80201 12.88893)
Kuthaganahalli Cross,65,21,POINT (77.7905 12.89754)
Kuvempu Circle,152,52,POINT (77.56263 13.04465)
Kuvempu Circle 1,50,15,POINT (77.56131 13.04319)
Kuvempunagara,7,6,POINT (77.54144 13.0695)
Kuvempunagara ( BTM Layout),2,1,POINT (77.61591 12.9164)
Kuvempunagara Bus Station(BTM Layout),21,12,POINT (77.61623 12.91597)
Kuvempunagara Bus station (BTM Layout),2,1,POINT (77.61575 12.91608)
Kyalasanahalli,33,10,POINT (77.6602 13.05647)
LG Godown,3,1,POINT (77.51133 12.91712)
Laggere Bridge,15,7,POINT (77.52664 13.00843)
Laggere Cross,10,3,POINT (77.5234 13.02245)
Laggere New Bus Stand,1,1,POINT (77.52504 13.01054)
Lagumenahalli Circle,9,4,POINT (77.75427 13.07218)
Lagumenahalli Cross,3,2,POINT (77.53498 13.40435)
Lakeshore Garden,24,9,POINT (77.56477 13.06987)
Lakkaiahnapalya,2,1,POINT (77.40252 12.88936)
Lakkasandra,4,3,POINT (77.59713 12.94383)
Lakkenahalli Junction Sondekoppa Road,194,65,POINT (77.39278 13.04468)
Lakkondahalli,2,2,POINT (77.77041 13.11767)
Lakkondahalli Gate,140,29,POINT (77.77344 13.11712)
Lakkondahalli Temple,7,3,POINT (77.77428 13.11071)
Lakkuppe,2,2,POINT (77.41006 12.96992)
Lakkur,14,9,POINT (77.88626 12.92771)
Lakshmaiah Badavane,77,19,POINT (77.46432 12.9809)
Lakshmi Devastana,56,19,POINT (77.39278 13.07832)
Lakshmi Temple,19,5,POINT (77.4985 12.88632)
Lakshmi Venkateshwara Temple,3,2,POINT (77.55743 13.0744)
Lakshmidevi Nagara,2,2,POINT (77.52607 13.0155)
Lakshmidevi Nagara Cross,3,1,POINT (77.52651 13.02129)
Lakshmipura,356,57,POINT (77.4612 13.03747)
Lakshmipura Cross,120,52,POINT (77.5334 13.09212)
Lakshmipura Kalkere,1,1,POINT (77.59168 12.81022)
Lakshmisagara,11,5,POINT (77.72426 12.81075)
Lakshmisagara Cross,69,19,POINT (77.73156 12.81826)
Lalbagh Hopcoms,1226,263,POINT (77.59132 12.95122)
Lalbagh Main Gate,9,5,POINT (77.58449 12.95427)
Lalbagh Metro Station,3,1,POINT (77.57999 12.94705)
Lalbagh West Gate,77,22,POINT (77.57918 12.94826)
Lalbagh West Gate (Lalbagh Metro Station),11,1,POINT (77.58009 12.94758)
Leelavathi Estate,1,1,POINT (77.34992 13.00087)
Lido Talkies,14,4,POINT (77.62074 12.97277)
Life Style (Sacred Heart School),102,41,POINT (77.61018 12.96692)
Lingadeera Mallsandra,1,1,POINT (77.87117 12.97917)
Lingadeera Mallsandra Cross,8,3,POINT (77.87104 12.98345)
Lingadeeranahalli,7,7,POINT (77.479 12.99895)
Linganahalli Gate,2,1,POINT (77.52392 13.15812)
Lingarajapura,22,5,POINT (77.62588 13.01256)
Lingarajapura Bridge,20,4,POINT (77.62331 13.00906)
Lingenahalli,15,3,POINT (77.32488 13.06543)
Link Road,24,7,POINT (77.57388 12.99426)
Lohithanagara (Nelamangala),53,11,POINT (77.38233 13.10713)
Loyola School,10,3,POINT (77.59333 12.87078)
Lurdubayi Samudaya Bhavana,82,26,POINT (77.52339 12.99723)
M E G Centre,3,2,POINT (77.62262 12.98736)
M Gopahalli,42,12,POINT (77.40248 12.72589)
M Hosahalli Gate,16,7,POINT (77.87763 13.10917)
M Karenahalli,7,2,POINT (77.36573 12.81812)
M Medahalli,2,2,POINT (77.73928 12.73392)
M S Nagara (Thirumenahalli ),6,2,POINT (77.63581 13.09726)
MC Layout,5,3,POINT (77.54212 12.97498)
MEI Colony Laggere,32,4,POINT (77.5207 13.01996)
MEI Factory,28,10,POINT (77.54402 13.0264)
MEI Layout,5,3,POINT (77.49943 13.06099)
MEI Layout Arch,116,48,POINT (77.50685 13.05997)
MES Road,14,6,POINT (77.5543 13.04403)
MG Road,90,7,POINT (77.60204 12.97779)
MG Road Electric B Station,11,6,POINT (77.61279 12.97403)
MG Road Metro Station,8,5,POINT (77.60671 12.97547)
MG Statue (Chinnaswamy Stadium),236,73,POINT (77.60016 12.97677)
MGM School,18,6,POINT (77.43273 12.89757)
MICO Factory Junction,20,11,POINT (77.60286 12.94428)
MICO Gate Adugodi,14,6,POINT (77.60458 12.94426)
MICO Layout BTM,2,2,POINT (77.60407 12.91674)
MICO Layout Checkpost Gopalan mall,90,24,POINT (77.59985 12.91355)
MM Industries,27,13,POINT (77.57363 12.92934)
MM Medicals,4,1,POINT (77.60839 13.0314)
MN Krishna Rao Park,2,1,POINT (77.57689 12.94405)
MR Nursing College,3,2,POINT (77.64875 13.05824)
MS Building,3,1,POINT (77.58922 12.97677)
MS Palya,112,27,POINT (77.5482 13.08181)
MS Ramaiah College,5,3,POINT (77.5616 13.02864)
MS Ramaiah Hospital,3,2,POINT (77.57162 13.02771)
MS Ramayya Hospital,1,1,POINT (77.57158 13.02835)
MVJ College Channasandra,48,17,POINT (77.76082 12.98283)
MVJ Medical Hospital,33,10,POINT (77.81199 13.07944)
Machohalli Gate,36,5,POINT (77.45429 12.99088)
Madagondanahalli,27,4,POINT (77.47193 13.24471)
Madanayakanahalli,81,24,POINT (77.46125 13.06067)
Madapatna,114,45,POINT (77.64824 12.77244)
Madapatna Cross,4,2,POINT (77.37285 12.93675)
Madappanahalli,78,22,POINT (77.54055 13.15408)
Madappanahalli Cross,63,10,POINT (77.79606 12.91784)
Madavara,3,2,POINT (77.47343 13.05665)
Madavara NICE Road,202,29,POINT (77.4741 13.05684)
Madhavan Park,6,2,POINT (77.58308 12.93675)
Madhugirihalli,2,1,POINT (77.50725 13.12789)
Madhura Nagara,99,25,POINT (77.76421 12.94117)
Madhura Nagara Hostel,3,2,POINT (77.76027 12.9398)
Madhure Village,2,2,POINT (77.45697 13.2022)
Madivala,39,11,POINT (77.62146 12.92166)
Madivala Masidi,55,2,POINT (77.61855 12.92482)
Madugirihalli,3,1,POINT (77.50724 13.12793)
Magadi,67,20,POINT (77.22693 12.95484)
Magadi Road Metro Station,9,6,POINT (77.55486 12.97553)
Magadi Road TollGate,38,10,POINT (77.54902 12.97437)
Magadi Road Tollgate,14,6,POINT (77.54818 12.9752)
Mahadeshwara Nagara,69,22,POINT (77.49432 12.9921)
Mahadeva Kodigehalli,9,3,POINT (77.70276 13.14409)
Mahadevana Doddy Colony,12,2,POINT (77.60468 12.74267)
Mahadevanana Doddy,48,10,POINT (77.60608 12.74517)
Mahadevapura,14,4,POINT (77.69064 12.99738)
Mahadevapura Ring Road,3,3,POINT (77.68904 12.98868)
Mahal Chowdadenahalli,33,7,POINT (77.80876 12.87219)
Mahalakshmi Layout,44,6,POINT (77.54408 13.01199)
Mahalakshmi Layout Entrance,57,14,POINT (77.54867 13.00782)
Mahanthalingapura,3,1,POINT (77.61862 12.76884)
Maharaja Signal,20,5,POINT (77.62968 12.93461)
Maharani College,149,22,POINT (77.5858 12.97703)
Mahesh Medicals,1,1,POINT (77.55 12.91409)
Mahila Seva Samaja,5,3,POINT (77.5736 12.95334)
Mahimapura Temple,43,10,POINT (77.29368 13.17844)
Majara Hosahalli Cross,100,12,POINT (77.54812 13.2485)
Makali,16,9,POINT (77.45442 13.06555)
Makali Cross,2,1,POINT (77.45182 13.06706)
Makali Cross Madhure Road,13,5,POINT (77.40563 13.13412)
Makali Govt High School,77,12,POINT (77.45639 13.06889)
Makanahalli,137,22,POINT (77.8289 13.00967)
Makanahalli 1st stop,135,27,POINT (77.82839 13.00999)
Makanahalli Cross,108,21,POINT (77.82965 13.01873)
Makkala Koota,11,5,POINT (77.57311 12.9572)
Malagala,30,7,POINT (77.51525 12.97863)
Malagala 1,4,3,POINT (77.51528 12.9754)
Malenallasandra,81,31,POINT (77.6046 12.80662)
Malenallasandra Junction,50,17,POINT (77.58949 12.8354)
Maligenahalli Bidaluru,6,2,POINT (77.69095 13.28697)
Maligenahalli Cross,4,3,POINT (77.70566 13.28762)
Mallapura,35,16,POINT (77.77996 13.20406)
Mallapura 1,51,16,POINT (77.39953 13.07451)
Mallapura Cross,37,17,POINT (77.39372 13.07286)
Mallarabanavadi Cross,1,1,POINT (77.37168 13.08246)
Mallasandra,85,19,POINT (77.39422 13.00245)
Mallasandra Health Center,134,20,POINT (77.51174 13.05325)
Mallasandra Poorvankara Apartment,6,2,POINT (77.54488 12.85307)
Mallathahalli,134,39,POINT (77.50058 12.95894)
Mallathahalli Cross,66,14,POINT (77.50322 12.95745)
Malleshpalya,3,2,POINT (77.6704 12.97476)
Malleshpalya New Bus Station(Vignananagar),272,63,POINT (77.67765 12.97269)
Malleshwara 11th Cross,101,36,POINT (77.5693 13.00238)
Malleshwara 13th Cross,3,1,POINT (77.56923 13.00408)
Malleshwara 13th Cross (8th Main Road),7,2,POINT (77.56531 13.00333)
Malleshwara 15th Cross,9,4,POINT (77.57119 13.00541)
Malleshwara 15th Cross(8th Main),5,4,POINT (77.56424 13.00718)
Malleshwara 18th Cross,66,26,POINT (77.56255 13.01005)
Malleshwara 8th Cross,45,8,POINT (77.56933 12.99969)
Malleshwara 8th Cross (8th Main KBS),27,13,POINT (77.56546 13.00008)
Malleshwara 8th Cross (Sampige Road),10,3,POINT (77.57131 13.00009)
Malleshwara Bus Stand,84,24,POINT (77.56909 13.00872)
Malleshwara Circle,109,44,POINT (77.56866 12.9969)
Mallige Hospital,128,31,POINT (77.59125 12.94764)
Mallimakanapura,2,2,POINT (77.84734 13.12694)
Malya Adhithi School,4,2,POINT (77.58298 13.10166)
Managanahalli Kankapura Road,1,1,POINT (77.4684 12.72776)
Manasa Nagara,8,4,POINT (77.51683 12.95881)
Manchanabele,29,13,POINT (77.33456 12.86714)
Manchanabele Dam Cross,11,3,POINT (77.3397 12.87149)
Manchanabele School,90,7,POINT (77.33715 12.87008)
Manchanahalli,42,13,POINT (77.75353 12.76671)
Manchanahalli Cross,4,2,POINT (77.7701 12.77514)
Manchanayakanahalli Gate,37,7,POINT (77.41472 12.83455)
Manchappanahalli Cross,11,8,POINT (77.72619 13.13515)
Manchappanahalli Gate 1,8,3,POINT (77.72931 13.14371)
Manchappanahalli Village,4,2,POINT (77.72624 13.14161)
Manchenahalli,97,32,POINT (77.3578 13.03502)
Mandur,82,18,POINT (77.73841 13.08181)
Mangammanapalya,9,4,POINT (77.63524 12.90725)
Manganahalli,29,11,POINT (77.46935 12.95415)
Manganahalli Cross,35,10,POINT (77.48418 12.95265)
Maniksha Parade Ground,20,10,POINT (77.60771 12.97746)
Manipal Centre,34,12,POINT (77.61436 12.97493)
Manipal Centre MG Road,8,2,POINT (77.61358 12.97571)
Manjunatha Kalyana Mantapa,1,1,POINT (77.53825 12.87459)
Manjunatha Nagara,202,44,POINT (77.55068 12.99548)
Mantanakurchi,1,1,POINT (77.38411 13.04352)
Mantapa Cross,4,2,POINT (77.59627 12.80281)
Mantri Alpyne Apartment,259,51,POINT (77.52725 12.90453)
Mantri Layout,20,8,POINT (77.4478 13.08448)
Manuvana,39,5,POINT (77.54454 12.97431)
Manyatha Tech Park,98,27,POINT (77.61995 13.04109)
Maragondanahalli Cross,16,2,POINT (77.4314 12.93485)
Maralakunte,36,12,POINT (77.70526 13.13241)
Maralakunte Colony,3,2,POINT (77.70565 13.12943)
Maralugondla Cross,1,1,POINT (77.27149 12.94747)
Maramma Temple,6,5,POINT (77.55906 12.96314)
Maramma Temple Halage Vaderahalli,152,35,POINT (77.51452 12.92288)
Maramma Temple Hegganahalli,15,7,POINT (77.5043 12.99462)
Maranagere,2,2,POINT (77.85212 12.88227)
Marasandra,84,24,POINT (77.71512 13.09962)
Marasandra Circle,42,10,POINT (77.54963 13.22269)
Marasandra Gate,79,14,POINT (77.87381 12.98446)
Marasandra Govt School,40,3,POINT (77.55027 13.23113)
Marasur Gate,2,2,POINT (77.70145 12.76983)
Marasur Madivala,119,22,POINT (77.72852 12.77344)
Marathahalli,14,3,POINT (77.69409 12.95626)
Marathahalli Bridge,79,28,POINT (77.70053 12.95488)
Marenahalli,114,32,POINT (77.53228 12.96983)
Marenahalli (Marenahalli Metro Station),105,35,POINT (77.58858 12.91688)
Marenahalli Gate,46,14,POINT (77.67031 13.13318)
Marigowdanapalya,13,3,POINT (77.31512 13.04168)
Marison Factory,59,13,POINT (77.49252 13.0502)
Mariyappanapalya,140,47,POINT (77.55574 12.99858)
Marnami Doddy,58,8,POINT (77.45908 12.78714)
Marsuru Gate,6,1,POINT (77.70141 12.76964)
Maruthi Badavane,30,11,POINT (77.58055 12.83994)
Maruthi Badavane Dasarahalli,20,6,POINT (77.60773 13.05549)
Maruthi Circle,22,7,POINT (77.55851 12.94348)
Maruthi Mandira,17,7,POINT (77.53615 12.96779)
Maruthi Nagara,241,96,POINT (77.6064 13.10445)
Maruthi School,123,29,POINT (77.64409 13.00987)
Maruthi Sevanagara,13,6,POINT (77.63435 13.00241)
Maruthi Temple Kamalanagara,18,8,POINT (77.53549 12.99492)
Maruthinagara Malleshpalya,7,4,POINT (77.67506 12.97334)
Mata Mallasandra,6,4,POINT (77.83412 12.94743)
Matadahalli,128,16,POINT (77.59362 13.01364)
Mathikere,115,52,POINT (77.55748 13.03467)
Mathikere Post Office,4,2,POINT (77.55911 13.02891)
Mattahalli,16,4,POINT (77.4571 13.10818)
Mattahalli Cross,3,2,POINT (77.44365 13.11037)
Mavallipura,15,4,POINT (77.52907 13.12759)
Mayasandra,78,18,POINT (77.37747 12.87735)
Mayasandra Gate,65,26,POINT (77.65983 13.30993)
Mayasandra Kodi,4,2,POINT (77.74234 12.74808)
Mayohall,59,21,POINT (77.6099 12.97336)
Mayohall G-2,1,1,POINT (77.61119 12.97395)
Mazara Hosahalli,33,12,POINT (77.53461 13.25441)
Medahalli,43,12,POINT (77.72036 13.02597)
Medahalli Colony,51,13,POINT (77.85235 12.96719)
Medahalli Cross,57,24,POINT (77.84349 12.96545)
Medanahalli,2,2,POINT (77.39851 12.78919)
Medarahalli Railway Gate,94,29,POINT (77.51585 13.06727)
Medi Agrahara,97,40,POINT (77.52523 13.0984)
Medi Agrahara Cross,67,14,POINT (77.53063 13.1013)
Medi Mallasandra,5,2,POINT (77.83036 12.95283)
Medur Gate,3,2,POINT (77.92299 13.19371)
Meenakshi Layout,15,6,POINT (77.49275 13.06552)
Meenakshi Temple,3,2,POINT (77.5949 12.87467)
Meenakunte,18,9,POINT (77.64208 13.18059)
Meenakunte Hosuru,63,33,POINT (77.64161 13.1844)
Mekhri Circle,59,29,POINT (77.58263 13.01451)
Metipalya,37,7,POINT (77.40231 12.99349)
Metro,107,31,POINT (77.56718 12.89312)
Metrocorp Nirvana Layout,87,5,POINT (77.63487 13.21355)
Military Accounts Office,4,4,POINT (77.62089 12.96694)
Military Bridge,16,9,POINT (77.63992 12.9459)
Military Dairy Farm (Esteem Mall),113,27,POINT (77.59324 13.04943)
Milk Booth JP Nagara,3,2,POINT (77.59514 12.91002)
Milk Dairy Hegganahalli,114,44,POINT (77.50549 13.0073)
Millers Road,16,4,POINT (77.60216 12.99545)
Minerva Circle,10,2,POINT (77.57992 12.95387)
Minerva Mill,8,3,POINT (77.56435 12.97945)
Modern Food Goraguntepalya,30,5,POINT (77.53395 13.02482)
Modi Hospital,3,3,POINT (77.54573 12.9974)
Mohankumar Nagara,14,6,POINT (77.54939 13.0307)
Monotype Corporation,2,1,POINT (77.57104 12.92154)
Moodalapalya,225,70,POINT (77.52499 12.97071)
Mosque Road,44,24,POINT (77.61598 13.00037)
Motaganahalli,5,3,POINT (77.31189 13.00488)
Motaganahalli Bishop Cotton School,62,5,POINT (77.31186 13.01766)
Motaganahalli High School,41,18,POINT (77.31179 13.00809)
Mother Dairy Cross Yalahanka,14,6,POINT (77.5771 13.09955)
Mother Dairy Yalahanka,48,15,POINT (77.5741 13.09884)
Motherson Automotive Cross,7,4,POINT (77.41968 12.80794)
Mount Carmel College,3,1,POINT (77.58883 12.99297)
Muddanahalli,2,2,POINT (77.57737 13.15222)
Muddanahalli Gate,2,2,POINT (77.91653 13.19705)
Muddanayakanahalli,43,11,POINT (77.68025 13.29644)
Muddayanapalya,3,3,POINT (77.4878 12.9663)
Muddayanapalya Junction,11,5,POINT (77.48809 12.97138)
Mugabala,45,14,POINT (77.88853 13.11977)
Mugaluru,29,12,POINT (77.82094 12.89488)
Mukkodlu,117,50,POINT (77.52837 12.75649)
Mulluru,102,13,POINT (77.72452 12.90443)
Multiplex Marathahalli,5,3,POINT (77.70002 12.95227)
Muncipal Office Vijayapura,43,13,POINT (77.80039 13.296)
Muneshwara Block,11,2,POINT (77.54857 12.94233)
Muneshwara Devasthana,5,3,POINT (77.60651 12.93638)
Muneshwara Layout,57,18,POINT (77.49445 12.9513)
Muneshwara Nagara,10,5,POINT (77.67118 13.01785)
Muneshwara Temple,360,78,POINT (77.57206 12.83574)
Muni Nagara,1,1,POINT (77.53654 12.74811)
Munireddy Palya J C Nagara,102,14,POINT (77.59359 13.00413)
Munish Singh Hospital,308,96,POINT (77.75122 12.97738)
Muniswamappa Layout,2,2,POINT (77.49058 13.044)
Munnekolalu,21,4,POINT (77.70802 12.94854)
Munnekolalu Cross (Spice Garden),93,38,POINT (77.70953 12.95636)
Munnekolalu Junction,3,1,POINT (77.7049 12.95646)
Murugeshpalya,28,12,POINT (77.65611 12.95927)
Museum,113,47,POINT (77.59585 12.97397)
Muslim Colony,40,13,POINT (77.61541 13.01085)
Muthanallur Amanikere,43,4,POINT (77.73686 12.82787)
Muthkur,309,77,POINT (77.80727 12.95501)
Muthkur Cross Shivakote,93,29,POINT (77.50235 13.14315)
Muthsandra,70,26,POINT (77.78534 12.93813)
Muthugadahalli,81,35,POINT (77.4803 12.72525)
Muthugadahalli Hostel,10,6,POINT (77.53435 13.14901)
Muthukadahalli,1,1,POINT (77.67303 13.1825)
Muthurayanapura,45,18,POINT (77.40059 12.8596)
Muthyalamadu Cross,35,7,POINT (77.69048 12.72004)
Muthyalanagara,22,10,POINT (77.55325 13.04374)
Muttanalluru,134,30,POINT (77.73463 12.83246)
Muttanalluru Cross,101,31,POINT (77.73839 12.88744)
Muttanalluru Gate,16,6,POINT (77.72749 12.84288)
Muttarayanapura,69,7,POINT (77.51479 12.72386)
Muttarayanapura Cross,132,20,POINT (77.51392 12.72577)
Mutturayanaswamy Temple,87,38,POINT (77.44264 12.99168)
Mylanahalli,47,10,POINT (77.69597 13.18411)
Mylanahalli Bare,4,2,POINT (77.39841 13.1271)
Mylanahalli Gate,14,6,POINT (77.40361 13.13258)
Mylappanahalli,80,23,POINT (77.53489 13.13694)
Mylappanahalli Cross,4,1,POINT (77.55193 13.1486)
Mylapura Gate,6,3,POINT (77.87341 13.10712)
Mylasandra,20,3,POINT (77.62071 12.85403)
Mylasandra Cross,145,34,POINT (77.49039 12.91751)
Mylasandra Road Junction,34,6,POINT (77.61865 12.84231)
Mysore Bank,12,7,POINT (77.58199 12.97253)
Mysore Circle,31,18,POINT (77.55962 12.96111)
Mysore Lamp,16,1,POINT (77.5595 13.01558)
Mysore Road Bus Station,96,27,POINT (77.54374 12.95357)
Mysore Road Metro Station,10,2,POINT (77.52972 12.94633)
Mysore Road TollGate,21,9,POINT (77.55178 12.95738)
N Hosahalli,2,1,POINT (77.92879 13.18467)
NAL Manipal Hospital,2,1,POINT (77.64991 12.95961)
NAL/Manipal Hospital,33,10,POINT (77.65076 12.95964)
NES Office,70,26,POINT (77.59166 13.09766)
NGEF,39,9,POINT (77.64987 12.98787)
NGEF Layout Nagarabhavi,21,4,POINT (77.50983 12.96097)
NGV Koramangala,1,1,POINT (77.62336 12.94479)
NICE Office,233,40,POINT (77.49588 12.87742)
NICE Road,7,2,POINT (77.52685 12.85694)
NICE Road 11th Stone,5,3,POINT (77.51118 12.86431)
NICE Road 12th Stone,74,19,POINT (77.52208 12.85989)
NICE Road 13th Stone,3,3,POINT (77.55846 12.84954)
NICE Road 14th Stone,22,9,POINT (77.57206 12.84866)
NICE Road 15th Stone,29,5,POINT (77.61009 12.85483)
NICE Road 16th Stone,25,8,POINT (77.6253 12.86416)
NICE Road 17th Stone,20,2,POINT (77.64383 12.86481)
NICE Road 1st Stone,4,2,POINT (77.47506 13.04219)
NICE Road 2nd Stone,34,13,POINT (77.47554 13.03242)
NICE Road 3rd Stone,6,3,POINT (77.4754 13.02279)
NICE Road 4th Stone,208,69,POINT (77.47494 13.00933)
NICE Road 5th Stone,15,6,POINT (77.47122 12.97117)
NICE Road 6th Stone,68,6,POINT (77.46984 12.94595)
NICE Road 7th Stone,4,4,POINT (77.46935 12.93792)
NICE Road 8th Stone,12,3,POINT (77.46929 12.92683)
NICE Road 9th Stone,1,1,POINT (77.48528 12.88753)
